"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Likes,Shares,Comments,Saves,Reach,Follows
17920885149142391,17841472326972546,orthodox_korea,"Orthodox Korea Network","A two-day gathering of shared worship, love, and service at the Holy Monastery of the Transfiguration of the Savior in Gapyeong.

On May 15 and 16, 2026, Korean, American, and Slavic-speaking faithful, catechumens, and members of the “Syndesmos” youth group from Saint Nicholas Cathedral in Seoul visited the Monastery of the Transfiguration of the Savior in Gapyeong to serve as volunteers in various works of service.

They worked with zeal to clean the holy church and its sacred vessels; they cared with particular reverence for the grave of the ever-memorable Metropolitan Sotirios; they installed a traffic mirror at the entrance of the Monastery; and they planted potatoes, sweet potatoes, corn, cucumbers, zucchini, and various other vegetables in the garden. Following the pruning of the trees and the tidying of the grounds, the Monastery was altogether transformed in appearance.

Throughout their visit, all participated in the sacred services of the Monastery, celebrated by Fr. Antonios Woo, and the catechumens had the opportunity to learn about the holy relics of the 24 Patron Saints of the Church in Korea, which are enshrined at the Monastery.

Warm thanks to all the volunteers who worked in silence and with dedication throughout this two-day gathering of shared worship, love, and service. May the Lord transfigure their material offering into spiritual strength and joy.

#정교회 #수도원 #orthodoxmonastery #korea #diakonia",0,"05/21/2026 01:22",https://www.instagram.com/p/DYmAUXaGIsg/,"IG carousel",,Lifetime,18119,1604,162,18,81,8338,44
18094209818222200,17841472326972546,orthodox_korea,"Orthodox Korea Network","한국 정교회 대교구 주간 소식 (5월 17일) | Weekly Bulletin of the Orthodox Metropolis of Korea (May 17)

#정교회 #한국정교회 #orthodox #korea #christianity",0,"05/18/2026 19:20",https://www.instagram.com/p/DYgNUIcGDnC/,"IG carousel",,Lifetime,7156,184,6,0,6,3284,0
17926784604312498,17841448498891800,vlad_valean_photography,"Destination Wedding Photographer","❤️ Iubirea este respirația lui Dumnezeu. 

Maica Gavrilia Papaiannis
1897-1992",0,"05/18/2026 02:25",https://www.instagram.com/p/DYeZPq8CI2R/,"IG carousel",,Lifetime,119916,5311,417,85,0,,
18081729671451652,17841472326972546,orthodox_korea,"Orthodox Korea Network","서울 성당 결혼성사 | The Wedding of Myron (Juwon Kim) and Vasilia (Jaeeun Seo)
2026년 5월 9일 토요일, 서울 성 니콜라스 대성당에서 한국 대교구장이자 일본 엑사르호스인 암브로시오스 대주교, 안토니오스 우종현 대신부, 로만 카브착 대신부, 안토니오스 임종훈 신부, 그리고 크리스토퍼 보제의 집전으로 미론(김주원)과 바실리아(서재은)의 혼인성사가 부활절의 빛과 기쁨이 충만한 가운데 거행되었습니다. 

성사의 마지막 순서에서 암브로시오스 대주교는 오늘날 많은 젊은이들이 결혼이라는 신성한 결속에 헌신하기를 거부하는 현실과 설령 결혼을 하더라도 자녀 낳기를 꺼려 출산율 감소라는 심각한 문제에 직면한 우리의 가족의 모습을 돌아보게끔 하셨습니다. 이러한 이유로 대주교는 교회에서 결혼식을 올리기로 한 신혼부부의 결정이 참석한 모든 이들에게 큰 기쁨을 주고 있다고 하시며 깊은 감사를 표하셨습니다.

특히 이 결혼성사에 “신데스모스” 청년회에서 많은 회원들이 참석한 모습은 상당수 회원들이 어린 시절부터 교회 안에서 신혼부부와 함께 자라온 청년들이었기에 더욱 깊은 감동을 주었습니다.

새로 하나가 된 부부가 행복하게 살며 축복받은 정교회 가정을 이루기를 소망하며 따뜻한 축하의 인사를 전합니다.

#한국정교회 #결혼성사 #orthodoxwedding #koreanwedding #orthodoxchristian",0,"05/15/2026 03:06",https://www.instagram.com/p/DYWvdxbGDAh/,"IG carousel",,Lifetime,421171,23979,5487,268,1748,236534,2175
17960045958120065,17841472326972546,orthodox_korea,"Orthodox Korea Network","Syndesmos Meeting with His Eminence Metropolitan Ambrosios | 대주교님과 함께하는 신데즈모스 모임

신데즈모스는 한국 정교회 대교구 청년회입니다. 매월 두 차례 암브로시오스 대주교님을 모시고 함께 모임을 가지고, 대주교님께서는 신앙의 신조를 조항 하나하나 강해해 주고 계십니다. 모임 후에는 질의응답 시간도 함께 나눕니다.

Twice a month, Syndesmos, the Young Adult Association of the Orthodox Metropolis of Korea, gathers with His Eminence Metropolitan Ambrosios, who has been teaching through the Symbol of Faith article by article. The members are always eager to learn, and each session is followed by a lively Q&A.

#정교회 #orthodoxchristian #korea #community #faith",0,"05/11/2026 05:15",https://www.instagram.com/p/DYMrEwhmDxI/,"IG carousel",,Lifetime,23955,1502,68,10,52,10956,48
17886583179517509,17841472326972546,orthodox_korea,"Orthodox Korea Network","한국 정교회 대교구 주간 소식 (5월 10일) | Weekly Bulletin of the Orthodox Metropolis of Korea (May 10)

#정교회 #한국정교회 #orthodox #korea #christianity",0,"05/10/2026 08:29",https://www.instagram.com/p/DYKccfVmL71/,"IG carousel",,Lifetime,8564,301,10,3,13,4616,1
18147623926494972,17841472326972546,orthodox_korea,"Orthodox Korea Network","오디기트리아(Ὁδηγήτρια) 성화에서 성모 마리아께서는 우리에게 예수 그리스도를 가리켜 보여 주십니다. 그분의 손짓은 그 자체로 하나의 메시지입니다. “그분을 따르라.”
비잔틴 성화에서 예수 그리스도께서는 귀여운 아기의 모습이 아니라 권위를 지니신 분으로 그려지십니다. 한 손에는 복음서를 드시고, 다른 손으로는 축복을 내리십니다. 이것은 예술적 취향의 문제가 아닙니다. 이것은 신앙의 고백입니다. 하느님의 아들께서 참으로 사람이 되셨음을, 참 하느님이시며 참 인간이심을 고백하는 것입니다.
우리는 성화 자체를 공경하는 것이 아닙니다. 우리가 성화에 바치는 공경은 성화에 그려진 그 인물에게로 향합니다. 다마스커스의 요한 성인께서 가르치셨듯이, 보이지 않는 성부 하느님을 그림으로 그리는 것은 불가능합니다. 그러나 하느님의 아들께서 사람의 모습으로 세상에 오셨기에, 그분의 모습을 성화로 제작하는 것은 잘못이 아닙니다. 787년 니케아에서 열린 제7차 세계 공의회는 이를 확언하였고, 오히려 성화를 공경하지 않는 것이 이단이라고 선언하였습니다.
성화상 논쟁은 결코 단순한 예술이나 우상숭배에 관한 논쟁이 아니었습니다. 그것은 성육신에 관한 논쟁이었습니다. 곧 말씀이 참으로 사람이 되셨는가에 관한 논쟁이었습니다. 그렇기에 정교회는 성화 공경의 전통을 그토록 소중히 여기며, 모든 성화는 결국 우리를 예수 그리스도께로 인도하는 것입니다.​​​​​​​​​​​​​​​​
.
.
.
.
.
#예수님 #성모마리아 #성화 #정교회 #기독교",73,"05/05/2026 02:02",https://www.instagram.com/reel/DX832kWip08/,"IG reel",,Lifetime,20232,1227,301,20,180,14051,108
17898502233288262,17841472326972546,orthodox_korea,"Orthodox Korea Network","한국 정교회 대교구 주간 소식 (5월 3일) | Weekly Bulletin of the Orthodox Metropolis of Korea (May 3)

#정교회 #한국정교회 #orthodox #korea #christianity",0,"05/03/2026 06:05",https://www.instagram.com/p/DX4KZiGmJRq/,"IG carousel",,Lifetime,7000,204,9,1,10,3566,3
18099428399083061,17841472326972546,orthodox_korea,"Orthodox Korea Network","[서울 성 니콜라스 대성당 음식축제 안내 | Seoul St. Nicholas Cathedral Food Festival Announcement]
서울 성 니콜라스 대성당에서 음식축제가 열립니다! 한국, 그리스, 러시아, 우크라이나, 미국 등 다양한 나라의 음식들이 준비될 예정입니다!

🗓 2026년 5월 31일 일요일 11:30 ~ 14:30
📍 애오개역 (5호선) 4번출구 SK허브블루와 고려아카데미 사잇길

♻️ 개인 용기 지참시 10% 할인 혜택이 있습니다!

❗️축제는 준비된 음식이 조기 소진시 예정보다 일찍 종료될 수 있습니다.

The Food Festival will be held at Seoul St. Nicholas Cathedral!
Delicious dishes from various countries — including Korea, Greece, Russia, Ukraine, and the United States — will be available to enjoy!

🗓 Sunday, May 31, 2026 | 11:30 AM – 2:30 PM
📍 Between SK Hub Blue and Koryo Academy, Exit 4, Aeogae Station (Line 5)

♻️ Bring your own bowl and receive a 10% discount!

❗️Please note: The festival may end earlier than scheduled if food runs out.

전화 / TEL: 02) 362 7005
.
.
.
.
#정교회 #internationalfood #orthodox #음식축제 #성니콜라스대성당",0,"05/02/2026 05:31",https://www.instagram.com/p/DX1hwq2GD7v/,"IG carousel",,Lifetime,28539,394,286,5,123,11229,36
17923823043328165,17841472326972546,orthodox_korea,"Orthodox Korea Network","Lecture at Yonsei University | 연세대학교 강연
암브로시오스 대주교님께서 연세대학교 ‘기독교 영성사’ 수업에서 “정교회 전통에서의 성화(이콘)의 역할”이라는 주제로 초청 강연을 하셨습니다. 이번 강연에서는 정교회 전통 내에서 성화가 수행하는 역할을 고찰하며, 성화가 단순한 종교적 예술이 아니라 교회를 위한 “시각적 신학”이자, 보는 이를 인도하고 예배와 기도에 능동적으로 참여하게 하는 “하늘로 향하는 창”임을 강조하였습니다. 대학원생들은 이 주제에 큰 관심을 보였으며, 강연 이후 유익한 질의응답 시간이 이어졌습니다. 초청해 주신 안다니엘 교수님께 깊은 감사의 말씀을 전합니다.

His Eminence Metropolitan Ambrosios delivered a guest lecture, “The Role of Icons in the Orthodox Tradition,” at Yonsei University for the History of Christian Spirituality course. The lecture explored the place of icons within the Orthodox tradition and spiritual life, not as mere religious art, but as visual theology and windows into heaven, guiding the faithful and participating actively in the life of worship and prayer. The graduate students engaged the topic with great interest, and a lively Q&A session followed. Sincere thanks are extended to Professor Daniel An for the invitation.

#정교회 #theology #orthodoxchristian #iconography #연세대",0,"05/02/2026 03:39",https://www.instagram.com/p/DX1U-ALmHoa/,"IG carousel",,Lifetime,16747,1033,40,4,43,7959,33
18325231978271094,17841475928725487,outcastchristian,"OUTCAST CHRISTIAN ☦️","沖縄には、正教会の信徒たちによる美しく小さな教会共同体があります。
この礼拝堂は、韓国府主教兼日本エクザルフであるアンブロシオス座下の管轄下にあるギリシャ正教会の礼拝堂です。現在、アンドルー・カーンズ神父が司牧を務めています。
現時点では、礼拝堂はキャンプ・フォスター米軍基地内のみで利用されていますが、いつか基地の外に恒久的な教会堂が建立されることを願い、祈っています。
礼拝堂を訪れるには、基地内の付き添いまたは入構手続きが必要です。ご興味のある方は、どうぞお気軽にご連絡ください。
こちらには、聖なるパスカ（復活大祭）の様子や、ハワイの奇跡のミルラ流出イヴェロン聖像が当教会を訪れた際の写真などが掲載されています。

Nestled in Okinawa is a beautiful small parish of faithful Orthodox Christians.
The chapel is a Greek Orthodox chapel under the omophorion of His Eminence Metropolitan Ambrosios of Korea and Exarch of Japan. The parish is currently served by Fr. Andrew Kearns.
For now, the chapel is located only inside the U.S. military base at Camp Foster, but we hope and pray that a permanent church will one day be built outside the base.
To visit the chapel, you will need an escort or to be signed in on base. If you are interested in attending, please feel free to message me.
Here are some photos from Holy Pascha (the Feast of the Resurrection), as well as from when Hawaii’s wonderworking Myrrh-streaming Iveron Icon visited our parish, and more.

#okinawa #christian #orthodoxy☦️ #orthodox",0,"04/27/2026 17:47",https://www.instagram.com/p/DXp9_SYCZhD/,"IG carousel",,Lifetime,9703,412,23,7,0,,
17943560256177074,17841472326972546,orthodox_korea,"Orthodox Korea Network","한국 정교회 대교구 주간 소식 (4월 26일) | Weekly Bulletin of the Orthodox Metropolis of Korea (April 26)

#정교회 #한국정교회 #orthodox #korea #christianity",0,"04/27/2026 06:43",https://www.instagram.com/p/DXoyAfYD6Jf/,"IG carousel",,Lifetime,5203,174,8,1,8,2609,1
17983850924993688,17841472326972546,orthodox_korea,"Orthodox Korea Network","암브로시오스 한국 대주교 및 일본 엑사르호스의 2026년 부활절 메시지 | 2026 Paschal Message of Metropolitan Ambrosios of Korea and Exarch of Japan

그리스도께서 부활하셨습니다!
Christ is Risen!

☦️🇰🇷#정교회 #orthodoxchristian #Korea #부활절 #easter",0,"04/22/2026 05:56",https://www.instagram.com/p/DXb0qsDDxhH/,"IG carousel",,Lifetime,4445,167,8,0,8,2285,0
18548551018071160,17841472326972546,orthodox_korea,"Orthodox Korea Network","한국 정교회 대교구 주간 소식 (4월 19일) | Weekly Bulletin of the Orthodox Metropolis of Korea (April 19)

#정교회 #한국정교회 #orthodox #korea #christianity",0,"04/20/2026 07:02",https://www.instagram.com/p/DXWyr_OmPJj/,"IG carousel",,Lifetime,4884,162,1,4,6,2457,4
17916905007347925,17841472326972546,orthodox_korea,"Orthodox Korea Network","구세주 변모 수도원의 성 대 주간 & 부활절 2026 | Holy Week and Pascha at the Monastery of the Transfiguration of the Savior, Gapyeong, South Korea
Orthodox Metropolis of Korea
Pascha 2026

☦️🇰🇷 #부활절 #Pascha #korea #orthodoxchristian #정교회",0,"04/20/2026 05:49",https://www.instagram.com/p/DXWqO3hGIjt/,"IG carousel",,Lifetime,6129,312,0,5,10,2835,1
18096418513866851,17841472326972546,orthodox_korea,"Orthodox Korea Network","용미리 부활 성당 성찬예배 | Divine Liturgy at the Resurrection Chapel in Yongmi-ri
축일을 맞은 용미리 구세주 부활 성당에서 로만 카브착 대신부의 집전으로 성찬예배가 거행되었으며, 슬라브어권 공동체 신지들이 참석했습니다. 교회 묘지에 잠든 모든 고인을 위해 부활하신 주님께 특별한 기도를 드렸습니다.

The Divine Liturgy was celebrated by Fr. Roman Kavchak and attended by faithful of the Slavophone community at the Holy Resurrection of the Savior Chapel in Yongmiri in celebration of its feast day. A special prayer was offered to the Risen Lord for all the departed who lay at rest in the church cemetery.

Христос воскресе!

#orthodox #정교회 #korea #christianity #ХристосВоскрес",0,"04/19/2026 06:24",https://www.instagram.com/p/DXUJirjGPfs/,"IG carousel",,Lifetime,10151,687,52,8,22,4837,6
18233875834308293,17841472326972546,orthodox_korea,"Orthodox Korea Network","日本における聖週間と聖大パスハ | Holy Week and Pascha in Japan
主イエス・キリストの聖なる受難と復活という、普遍的かつ救済的な偉大なる出来事が、日本においても、東京（聖公会聖オルバン教会）、名古屋（カトリック主税町教会）、沖縄（聖ニコライ）、および横須賀（チャペル・オブ・ホープ）の各都市で祝われました。パウロ・コロルク神父、アンドレイ・カーンズ神父、およびワシリ・ポヒレッツ神父は、日本人、ウクライナ人、ロシア人、ギリシャ人、そして英語圏の正教徒たちの典礼的・牧会的な要望に応えるべく尽力しました。聖なる諸奉神礼のために聖堂を快く提供してくださった、東京の聖公会主教ダビデ上原栄正閣下、および名古屋のカトリック司教ミカエル松浦悟郎閣下に、深く感謝の意を表します。

The great cosmic and salvific events of the Holy Passion and Resurrection of our Lord Jesus Christ were celebrated in Japan as well, specifically in the cities of Tokyo (St. Alban’s Anglican-Episcopal Church), Nagoya(Chikaramachi Catholic Church), Okinawa (St. Nicholas), and Yokosuka (Chapel of Hope). Priests Fr. Paul Koroluk, Fr. Andrew Kearns, and Fr. Vasyl Pokhylets strove to cover the liturgical and pastoral needs of the Orthodox Japanese, Ukrainians, Russians, Greeks, and English-speakers. We extend our gratitude to the Anglican Archbishop in Tokyo, H.E. David Eisho Uehara, and to the Roman Catholic Bishop in Nagoya, H.G. Michael Goro Matsuura, for graciously offering their churches for the celebration of the sacred Services.

#orthodoxchristian #japan #正教会 #キリスト教#教会",0,"04/19/2026 04:50",https://www.instagram.com/p/DXT-xGxmOty/,"IG carousel",,Lifetime,9302,567,13,9,39,5256,15
17863989495654911,17841472326972546,orthodox_korea,"Orthodox Korea Network","사물놀이와 에티오피아 부활 성가 | Samulnori & Ethiopian Paschal Hymns
성 니콜라스 대성당, 서울
St. Nicholas Orthodox Cathedral, Seoul, South Korea
Orthodox Metropolis of Korea
Pascha 2026
🇰🇷🇪🇹 #부활절 #Pascha #christianity #korea #정교회",40,"04/16/2026 02:05",https://www.instagram.com/reel/DXL9B3_AjY9/,"IG reel",,Lifetime,9266,661,111,10,61,6541,13
18092345827938897,17841472326972546,orthodox_korea,"Orthodox Korea Network","“와서 지지 않는 빛을 받을지어다” | “Come, receive the Light” | «Δεύτε Λάβετε Φως»

성 니콜라스 대성당, 서울
St. Nicholas Orthodox Cathedral, Seoul, South Korea
Orthodox Metropolis of Korea
Pascha 2026 | Χριστός Ανέστη!
🕯️☦️🇰🇷 #부활절 #Pascha #christianity #korea #정교회",0,"04/15/2026 02:24",https://www.instagram.com/p/DXJa5K2mP_J/,"IG carousel",,Lifetime,8336,593,29,7,15,4120,5
17977760417846008,17841472326972546,orthodox_korea,"Orthodox Korea Network","그리스도께서 부활하셨습니다!
Christ is Risen! Χριστός ἀνέστη!
Христос воскресе! Hristos a înviat!

Agape Vespers | 사랑의 대만과
성 니콜라스 대성당, 서울
St. Nicholas Orthodox Cathedral, Seoul, South Korea
Orthodox Metropolis of Korea 2026

#부활절 #Pascha #korea #orthodoxchristian #정교회",0,"04/14/2026 17:18",https://www.instagram.com/p/DXIcTWyD7a4/,"IG carousel",,Lifetime,10310,710,26,28,23,4408,10
18103714804935283,17841472326972546,orthodox_korea,"Orthodox Korea Network","사랑의 대만과 및 오찬 | Agape Vespers & Feast
St. Nicholas Orthodox Cathedral, Seoul, Korea
성 니콜라스 대성당, 서울
☦️🇰🇷
#부활절 #Pascha #korea #orthodoxchristian #정교회",56,"04/12/2026 17:00",https://www.instagram.com/reel/DXDQqaQzZkO/,"IG reel",,Lifetime,87535,8668,3920,221,975,63766,1201
18098864116815618,17841472326972546,orthodox_korea,"Orthodox Korea Network","그리스도께서 부활하셨습니다!
Christ is Risen! Χριστός ἀνέστη!
Христос воскресе! Hristos a înviat!
.
.
.
.
.
.
.
St. Nicholas Orthodox Cathedral, Seoul 
서울 성 니콜라스 대성당, 2026
#pascha #easter #부활절 #Korea #orthodox",85,"04/12/2026 02:03",https://www.instagram.com/reel/DXBpzLVAoQY/,"IG reel",,Lifetime,11169,952,108,46,58,7145,20
18111117817839317,17841472326972546,orthodox_korea,"Orthodox Korea Network","그리스도께서 부활하셨습니다!
Christ is Risen! Χριστός ἀνέστη!
Христос воскресе! Hristos a înviat!
.
.
.
.
.
.
.
St. Nicholas Orthodox Cathedral, Seoul 
서울 성 니콜라스 대성당, 2026
#pascha #easter #부활절 #Korea #orthodox",0,"04/11/2026 18:25",https://www.instagram.com/p/DXA1smpGFHm/,"IG carousel",,Lifetime,22139,1735,163,87,66,9754,72
17858293389651892,17841472326972546,orthodox_korea,"Orthodox Korea Network","그리스도께서 부활하셨습니다!
Christ is Risen! Χριστός ἀνέστη!
Христос воскресе! Hristos a înviat!
.
.
.
.
.
.
.
St. Nicholas Orthodox Cathedral, Seoul 
서울 성 니콜라스 대성당, 2026
#pascha #easter #부활절 #Korea #orthodox",179,"04/11/2026 08:10",https://www.instagram.com/reel/DW_u9bagneK/,"IG reel",,Lifetime,19343,1697,245,79,139,12392,72
